lot_size_sf,city,deed_date,price_usd,sale_date,lat,lon,build_yr,build_size_sf,patio_ct,patio_type,wall_type,roof_type,bath_fixtures_ct,parking_type
25063,PHOENIX,04/24/2020,525000,04/01/2020,33.352338,-112.156826,2007,4917,2,Covered,Frame Wood,Concrete Tile,13,GR
20756,PHOENIX,11/14/2017,337500,11/01/2017,33.352386,-112.157233,2007,2938,2,Covered,Frame Wood,Concrete Tile,14,GR
20810,PHOENIX,04/03/2020,545000,03/01/2020,33.352385,-112.15758,2007,5588,2,Covered Slab,Frame Wood,Concrete Tile,14,GR
20862,PHOENIX,07/16/2020,550000,05/01/2020,33.352384,-112.157927,2007,3849,4,Covered Slab,Frame Stucco,Concrete Tile,14,GR
22101,PHOENIX,04/10/2019,,,33.352383,-112.158284,2007,5588,2,Covered Slab,Frame Wood,Concrete Tile,14,GR
18274,PHOENIX,12/28/2016,430000,12/01/2016,33.352968,-112.158855,2007,5588,3,Covered Slab,Frame Wood,Concrete Tile,14,GR
18020,PHOENIX,02/25/2013,295000,01/01/2013,33.352967,-112.158506,2007,2938,2,Covered Slab,Frame Wood,Concrete Tile,12,GR
18020,PHOENIX,04/30/2009,250000,03/01/2009,33.352968,-112.158159,2007,4403,2,Covered,Frame Wood,Concrete Tile,11,GR
18020,PHOENIX,06/12/2015,445000,06/01/2015,33.352968,-112.157811,2007,5689,3,Covered Slab,Frame Wood,Concrete Tile,17,GR
18020,PHOENIX,06/20/2013,275000,06/01/2013,33.352968,-112.157464,2007,2705,1,Covered,Frame Wood,Concrete Tile,11,GR
18274,PHOENIX,08/28/2007,576901,11/01/2006,33.35297,-112.157115,2007,2939,3,Covered Slab,Frame Wood,Concrete Tile,14,GR
6215,SURPRISE,01/03/2013,145105,04/01/2012,33.634871,-112.453925,2012,1719,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,01/16/2020,,,33.634872,-112.454092,2012,1734,2,Covered Slab,Frame Stucco,Concrete Tile,6,GR
6000,SURPRISE,04/01/2013,169195,02/01/2013,33.63487,-112.454256,2012,1734,1,Covered,Frame Stucco,Concrete Tile,6,GR
6000,SURPRISE,12/14/2012,158980,06/01/2012,33.634868,-112.45442,2012,1734,1,Covered,Frame Stucco,Concrete Tile,6,GR
6000,SURPRISE,10/31/2016,,,33.634867,-112.454585,2012,2645,4,Covered Slab,Frame Stucco,Concrete Tile,10,GR
6000,SURPRISE,09/20/2013,187858,08/01/2013,33.634865,-112.454749,2013,1571,1,Covered,Frame Stucco,Concrete Tile,6,GR
6000,SURPRISE,06/24/2020,270000,05/01/2020,33.634863,-112.454913,2012,1719,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,08/02/2013,227302,05/01/2013,33.634862,-112.455077,2013,2645,2,Covered,Frame Stucco,Concrete Tile,10,GR
5928,SURPRISE,07/18/2012,167993,02/01/2012,33.634858,-112.455241,2012,2645,2,Covered,Frame Stucco,Concrete Tile,10,GR
5928,SURPRISE,06/19/2019,245000,06/01/2019,33.634854,-112.455591,2009,1734,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,07/06/2016,,,33.634855,-112.455754,2009,1571,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,04/14/2021,,,33.634853,-112.455918,2010,1795,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,03/31/2017,217000,03/01/2017,33.634851,-112.456083,2009,1734,2,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,01/17/2020,,,33.634849,-112.456247,2010,1692,1,Covered,Frame Stucco,Concrete Tile,7,GR
6000,SURPRISE,04/30/2010,155790,04/01/2010,33.634848,-112.456411,2010,1719,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,04/21/2020,283000,04/01/2020,33.634846,-112.456576,2010,1795,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,05/24/2016,,,33.634843,-112.456899,2010,1600,1,Covered,Frame Stucco,Concrete Tile,7,GR
6000,SURPRISE,05/18/2020,269900,04/01/2020,33.634841,-112.457064,2010,1719,2,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,07/17/2020,,,33.634839,-112.457228,2011,1719,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,01/20/2012,157321,12/01/2011,33.634836,-112.457556,2011,1734,1,Covered,Frame Stucco,Concrete Tile,9,GR
6000,SURPRISE,05/02/2011,160000,04/01/2011,33.634834,-112.457721,2010,2024,2,Covered Slab,Frame Stucco,Concrete Tile,8,GR
6002,SURPRISE,02/01/2016,309890,02/01/2016,33.634832,-112.457885,2010,3529,1,Covered,Frame Stucco,Concrete Tile,13,GR
6000,SURPRISE,04/01/2021,375000,04/01/2021,33.635274,-112.457701,2009,1795,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,08/01/2011,145000,07/01/2011,33.635276,-112.457537,2010,1719,2,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,08/03/2020,,,33.635277,-112.457372,2010,1571,1,Covered,Frame Stucco,Concrete Tile,7,GR
6000,SURPRISE,11/25/2009,174879,11/01/2009,33.635279,-112.457208,2009,2215,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,03/22/2021,,,33.635281,-112.457044,2010,1426,1,Covered,Frame Stucco,Concrete Tile,7,GR
6000,SURPRISE,05/31/2013,177000,05/01/2013,33.635283,-112.456879,2009,1571,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,06/27/2013,168400,06/01/2013,33.635286,-112.456582,2009,1734,1,Covered,Frame Stucco,Concrete Tile,6,GR
6000,SURPRISE,11/08/2010,191000,09/01/2010,33.635287,-112.456418,2009,2645,2,Covered,Frame Stucco,Concrete Tile,11,GR
6000,SURPRISE,09/01/2009,171661,03/01/2009,33.635293,-112.455925,2009,1961,1,Covered,Frame Stucco,Concrete Tile,10,GR
6000,SURPRISE,08/24/2009,158385,06/01/2009,33.635294,-112.455761,2009,1811,1,Covered,Frame Stucco,Concrete Tile,8,GR
6000,SURPRISE,06/25/2018,,,33.635301,-112.455084,2012,1325,1,Covered,Frame Stucco,Concrete Tile,6,GR
6000,SURPRISE,06/29/2020,279000,06/01/2020,33.635303,-112.45492,2012,1734,1,Covered,Frame Stucco,Concrete Tile,6,GR
6000,SURPRISE,07/11/2017,211000,07/01/2017,33.635305,-112.454755,2013,1571,1,Covered,Frame Stucco,Concrete Tile,6,GR
6000,SURPRISE,12/05/2018,343000,12/01/2018,33.635306,-112.454591,2013,3529,1,Covered,Frame Stucco,Concrete Tile,13,GR
6000,SURPRISE,06/28/2013,171873,01/01/2013,33.635308,-112.454427,2013,1571,1,Covered,Frame Stucco,Concrete Tile,6,GR
5999,SURPRISE,01/28/2015,,,33.635312,-112.454098,2013,2024,2,Covered Slab,Frame Stucco,Concrete Tile,8,GR
5928,SURPRISE,07/01/2014,173000,07/01/2014,33.635298,-112.455597,2009,2024,2,Covered Slab,Frame Stucco,Concrete Tile,8,GR
7530,PHOENIX,08/27/2019,277000,08/01/2019,33.407965,-112.278143,2019,2016,1,Covered,Frame Stucco,Concrete Tile,8,GR
7345,PHOENIX,03/29/2017,,,33.472184,-112.261981,2005,4040,1,Covered,Frame Wood,Concrete Tile,10,GR
8892,PHOENIX,05/23/2019,249949,05/01/2019,33.383609,-112.22687,2015,1940,1,Covered,Frame Stucco,Concrete Tile,10,GR
45919,PHOENIX,09/28/2018,488500,08/01/2018,33.352375,-112.15936,2008,3849,2,Covered,Frame Stucco,Concrete Tile,14,GR
15975,PHOENIX,07/31/2018,409000,07/01/2018,33.352409,-112.155674,2007,2905,1,Covered,Frame Wood,Concrete Tile,14,GR
12797,PHOENIX,12/14/2017,410000,10/01/2017,33.352448,-112.155363,2007,3079,1,Covered,Frame Wood,Concrete Tile,14,GR
13605,PHOENIX,10/29/2020,551250,10/01/2020,33.352449,-112.155088,2007,3646,2,Covered,Frame Wood,Concrete Tile,13,GR
11349,PHOENIX,06/24/2011,257000,05/01/2011,33.352751,-112.154307,2008,3170,1,Covered,Frame Wood,Concrete Tile,14,GR
10761,PHOENIX,06/28/2017,405000,05/01/2017,33.35285,-112.154065,2007,3170,1,Covered,Frame Wood,Concrete Tile,14,GR
10761,PHOENIX,07/19/2007,561327,06/01/2007,33.352944,-112.153638,2007,3495,2,Covered,Frame Wood,Concrete Tile,12,GR
11226,PHOENIX,11/02/2017,410000,11/01/2017,33.352959,-112.153371,2008,3170,1,Covered,Frame Wood,Concrete Tile,14,GR
20783,PHOENIX,10/28/2011,235000,08/01/2011,33.352964,-112.152705,2007,3647,2,Covered,Frame Wood,Concrete Tile,12,GR
10711,PHOENIX,12/14/2009,299900,10/01/2009,33.353405,-112.153172,2007,3695,2,Covered Slab,Frame Wood,Concrete Tile,12,GR
11160,PHOENIX,02/01/2013,280502,01/01/2013,33.353406,-112.15344,2012,2905,1,Covered,Frame Wood,Concrete Tile,14,GR
11312,PHOENIX,06/10/2008,621535,01/01/2008,33.353224,-112.154379,2007,4105,2,Covered,Frame Wood,Concrete Tile,14,GR
10938,PHOENIX,05/30/2017,375000,05/01/2017,33.353115,-112.154621,2011,2905,1,Covered,Frame Wood,Concrete Tile,14,GR
12626,PHOENIX,06/10/2021,385000,08/01/2020,33.352981,-112.154865,2012,2341,1,Covered,Frame Wood,Concrete Tile,9,GR
12102,PHOENIX,10/05/2020,,,33.352923,-112.155156,2011,2543,1,Covered,Frame Wood,Concrete Tile,11,GR
10711,PHOENIX,07/31/2018,285000,07/01/2018,33.352932,-112.155437,2012,2161,2,Covered,Frame Wood,Concrete Tile,9,GR
43582,CHANDLER,10/06/2020,,,33.24338,-111.855331,1942,1400,2,Covered,Frame Wood,Roll,3,GR
3271,CHANDLER,10/11/2011,,,33.208336,-111.807391,1995,1017,0,None,Frame Wood,Asphalt Shingle,6,GR
3210,CHANDLER,04/22/2020,,,33.208363,-111.807079,1995,1083,0,None,Frame Wood,Concrete Tile,6,GR
2880,CHANDLER,07/07/1998,,,33.206829,-111.810755,1996,1017,0,None,Frame Wood,Concrete Tile,6,GR
2880,CHANDLER,01/28/2008,,,33.206829,-111.810608,1996,964,0,None,Frame Wood,Concrete Tile,6,GR
2992,CHANDLER,03/01/2021,,,33.20683,-111.810259,1996,1083,0,None,Frame Wood,Asphalt Shingle,6,GR
3086,CHANDLER,05/28/2020,232000,05/01/2020,33.206894,-111.809799,1996,1017,0,None,Frame Wood,Concrete Tile,6,GR
3086,CHANDLER,03/16/2012,130500,02/01/2012,33.206963,-111.809602,1996,1017,0,None,Frame Stucco,Asphalt Shingle,6,GR
3397,CHANDLER,12/05/2016,,,33.207033,-111.80946,1996,1017,0,None,Frame Wood,Asphalt Shingle,6,GR
2977,CHANDLER,07/30/2021,320000,07/01/2021,33.207349,-111.809063,1996,1017,0,None,Frame Wood,Concrete Tile,6,GR
3208,CHANDLER,11/02/2015,,,33.207557,-111.808885,1996,1083,0,None,Frame Wood,Asphalt Shingle,6,GR
2936,CHANDLER,04/30/2020,230000,02/01/2020,33.207884,-111.808521,1996,995,0,None,Frame Wood,Asphalt Shingle,6,GR
2936,CHANDLER,07/07/2020,279000,06/01/2020,33.207963,-111.808404,1996,969,0,None,Frame Wood,Concrete Tile,6,GR
2936,CHANDLER,04/05/2016,149900,06/01/2015,33.208212,-111.807884,1996,1017,0,None,Frame Wood,Asphalt Shingle,6,GR
3036,CHANDLER,12/18/2019,,,33.208073,-111.80724,1996,1017,0,None,Frame Wood,Concrete Tile,6,GR
3030,CHANDLER,09/13/2013,143500,07/01/2013,33.208052,-111.807392,1996,1083,0,None,Frame Wood,Asphalt Shingle,6,GR
3014,CHANDLER,04/20/2005,135000,04/01/2005,33.208021,-111.807542,1996,969,0,None,Frame Wood,Asphalt Shingle,6,GR
3045,CHANDLER,03/12/2010,,,33.207981,-111.807688,1996,1029,0,None,Frame Wood,Concrete Tile,6,GR
3030,CHANDLER,04/20/2018,,,33.207931,-111.807831,1996,969,1,Covered,Frame Wood,Asphalt Shingle,6,GR
3057,CHANDLER,03/17/2017,,,33.20778,-111.808146,1996,969,0,None,Frame Wood,Asphalt Shingle,6,GR
3030,CHANDLER,03/18/2015,139000,02/01/2015,33.207702,-111.808269,1996,995,0,None,Frame Wood,Asphalt Shingle,6,GR
2967,CHANDLER,02/28/2008,,,33.207026,-111.808955,1996,1017,0,None,Frame Wood,Asphalt Shingle,6,GR
2967,CHANDLER,08/15/2005,175900,07/01/2005,33.206938,-111.809064,1996,1017,0,None,Frame Wood,Concrete Tile,6,GR
2962,CHANDLER,05/14/2021,,,33.206858,-111.809181,1996,995,0,None,Frame Wood,Concrete Tile,6,GR
2967,CHANDLER,12/31/2019,238000,12/01/2019,33.206762,-111.809353,1997,1017,0,None,Frame Wood,Asphalt Shingle,6,GR
2967,CHANDLER,07/24/1998,99000,06/01/1998,33.206703,-111.809486,1997,1083,0,None,Frame Wood,Concrete Tile,6,GR
2967,CHANDLER,07/19/2019,208500,07/01/2019,33.206613,-111.809768,1997,1017,1,Covered,Frame Stucco,Concrete Tile,6,GR
2967,CHANDLER,09/10/2020,233500,08/01/2020,33.206583,-111.809915,1997,969,0,None,Frame Wood,Asphalt Shingle,6,GR
2893,CHANDLER,08/10/2021,,,33.206554,-111.810363,1997,985,0,None,Frame Wood,Asphalt Shingle,6,GR
2893,CHANDLER,03/26/2015,139500,02/01/2015,33.206554,-111.81051,1997,1017,0,None,Frame Wood,Asphalt Shingle,6,GR
2893,CHANDLER,12/12/2016,169500,11/01/2016,33.206553,-111.810657,1996,964,0,None,Frame Wood,Concrete Tile,6,GR
2893,CHANDLER,07/19/2013,142000,07/01/2013,33.206553,-111.810805,1996,1029,0,None,Frame Wood,Concrete Tile,6,GR
5284,GILBERT,06/10/2019,,,33.331151,-111.774362,1998,1401,1,Covered,Frame Wood,Concrete Tile,8,GR
19561,SCOTTSDALE,02/28/2020,1248000,02/01/2020,33.513003,-111.924607,1975,3596,3,Covered,"8"" Painted Block",Asphalt Shingle,16,GR
21175,SCOTTSDALE,08/20/2019,,,33.512989,-111.924091,1984,3862,4,Covered,Frame Stucco,Asphalt Shingle,13,GR
20845,SCOTTSDALE,07/03/2010,,,33.512969,-111.923561,1966,3170,1,Covered,"8"" Stucco",Asphalt Shingle,14,GR
19092,SCOTTSDALE,08/27/2015,1340000,08/01/2015,33.512963,-111.923052,2015,4199,3,Covered Slab,Frame Stucco,Asphalt Shingle,16,GR
19476,SCOTTSDALE,12/12/2019,,,33.51296,-111.922564,1957,1851,1,Covered,"8"" Stucco",Tile,6,CP
19276,SCOTTSDALE,08/17/2016,,,33.512958,-111.922073,1978,3163,1,Covered,"8"" Painted Block",Asphalt Shingle,10,GR
18209,SCOTTSDALE,05/01/2009,,,33.512461,-111.922065,1973,2899,2,Covered,"8"" Painted Block",Asphalt Shingle,13,
18023,SCOTTSDALE,09/12/1996,235000,08/01/1996,33.512467,-111.922519,1968,2536,2,Covered Slab,"8"" Painted Block",Asphalt Shingle,6,GR
18157,SCOTTSDALE,02/01/2018,,,33.512464,-111.923021,1966,2717,1,Covered,"8"" Painted Block",Asphalt Shingle,12,GR
19213,SCOTTSDALE,01/12/2021,1697000,02/01/2020,33.512495,-111.923816,2020,4423,1,Covered,Frame Stucco,Asphalt Shingle,16,GR
20955,SCOTTSDALE,01/20/2021,1550000,01/01/2021,33.512461,-111.924279,1980,4098,4,Covered Slab,"8"" Stucco",Built Up,16,GR
21207,SCOTTSDALE,05/31/2018,950000,05/01/2018,33.512467,-111.924715,1971,2586,3,Covered Slab,"8"" Painted Block",Asphalt Shingle,11,GR
21434,SCOTTSDALE,09/19/2017,972000,09/01/2017,33.512954,-111.921383,1986,3953,2,Covered,"8"" Painted Block",Asphalt Shingle,15,GR
20995,SCOTTSDALE,01/20/2017,,,33.512952,-111.920826,1970,2800,3,Covered Slab,"8"" Painted Block",Asphalt Shingle,6,GR
20540,SCOTTSDALE,10/16/2019,1050000,11/01/2018,33.512951,-111.920268,1960,2691,3,Covered Slab,"8"" Painted Block",Asphalt Shingle,11,GR
22223,SCOTTSDALE,08/18/2003,,,33.512945,-111.919697,1963,2487,2,Covered,"8"" Painted Block",Asphalt Shingle,6,GR
18954,SCOTTSDALE,06/09/2021,,,33.512881,-111.919162,1964,2579,2,Covered,"8"" Painted Block",Asphalt Shingle,9,GR
17927,SCOTTSDALE,07/06/2020,,,33.512388,-111.919404,1966,2333,1,Covered,"8"" Painted Block",Asphalt Shingle,6,GR
18509,SCOTTSDALE,12/04/2013,,,33.512455,-111.919909,1959,1908,1,Covered,"8"" Painted Block",Concrete Tile,8,GR
18414,SCOTTSDALE,12/30/2019,,,33.512449,-111.920333,1976,3389,1,Covered,"8"" Painted Block",Asphalt Shingle,12,GR
18409,SCOTTSDALE,02/14/2001,,,33.512452,-111.920751,1963,2292,1,Covered,"8"" Painted Block",Asbestos Shingle,6,GR
18211,SCOTTSDALE,03/09/2011,,,33.512454,-111.921179,1979,3078,2,Covered,"8"" Painted Block",Asphalt Shingle,11,GR
18135,SCOTTSDALE,05/16/2013,,,33.512457,-111.921617,2004,3220,2,Covered,Frame Wood,Tile,15,GR
1352,SCOTTSDALE,10/27/2009,330000,10/01/2009,33.506653,-111.927732,2007,1350,1,Slab,Other,Built Up,7,GR
12009,SCOTTSDALE,06/24/2020,,,33.50777,-111.932192,1982,3041,2,Covered Slab,"8"" Painted Block",Asphalt Shingle,14,GR
10591,SCOTTSDALE,06/01/2015,,,33.507798,-111.931805,1981,3128,1,Covered,"8"" Stucco",Asphalt Shingle,11,GR
10618,SCOTTSDALE,03/16/2009,,,33.507804,-111.931457,1957,1582,2,Covered,"8"" Painted Block",Asphalt Shingle,6,CP
12252,SCOTTSDALE,10/18/2006,,,33.507791,-111.930713,1957,2292,2,Covered Slab,"8"" Painted Block",Asphalt Shingle,6,GR
7421,SCOTTSDALE,08/31/2017,,,33.526304,-111.896389,1963,1599,1,Covered,"8"" Painted Block",Asphalt Shingle,7,GR
46408,PARADISE VALLEY,06/19/2001,,,33.526711,-111.934901,1972,3498,4,Covered Slab,"8"" Stucco",Tile,15,CP
46330,PARADISE VALLEY,11/14/2011,851000,11/01/2011,33.526838,-111.935431,1977,4021,2,Covered Slab,"8"" Stucco",Built Up,15,GR
54492,PARADISE VALLEY,11/27/2017,,04/01/2016,33.526274,-111.936368,2020,8092,4,Covered Slab,Frame Stucco,Built Up,23,GR
45180,PARADISE VALLEY,04/14/2017,2965000,03/01/2017,33.526069,-111.935868,2008,8212,2,Covered,"8"" Stucco",Tile,20,GR
1700,FOUNTAIN HILLS,08/08/2019,,,33.593481,-111.705583,2004,1314,1,Covered,Frame Wood,Concrete Tile,7,GR
1700,FOUNTAIN HILLS,12/10/2015,240000,02/01/2015,33.592943,-111.706112,2004,1314,1,Covered,Frame Wood,Concrete Tile,7,GR
9262,PEORIA,09/30/2020,461000,08/01/2020,33.732108,-112.25742,2007,2407,1,Covered,Frame Wood,Concrete Tile,9,GR
8621,PEORIA,11/30/2017,395000,11/01/2017,33.732109,-112.257665,2007,3647,4,Covered,Frame Wood,Concrete Tile,12,GR
9531,PEORIA,06/18/2020,425900,05/01/2020,33.732304,-112.258418,2007,2622,1,Covered,Frame Wood,Concrete Tile,12,GR
13637,PEORIA,04/08/2020,449000,02/01/2020,33.732509,-112.258241,2006,3647,3,Covered Slab,Frame Wood,Concrete Tile,12,GR
11898,PEORIA,02/29/2008,425000,02/01/2008,33.732584,-112.257961,2007,3647,3,Covered Slab,Frame Wood,Concrete Tile,12,GR
8906,PEORIA,05/14/2018,439000,04/01/2018,33.732578,-112.257677,2006,3718,1,Covered,Frame Wood,Concrete Tile,14,GR
8760,PEORIA,12/31/2007,349453,12/01/2007,33.732577,-112.257435,2007,2912,2,Covered,Frame Wood,Concrete Tile,12,GR
8760,PEORIA,11/01/2007,342211,11/01/2007,33.732577,-112.256955,2007,2885,2,Covered,Frame Wood,Concrete Tile,12,GR
8760,PEORIA,05/18/2007,397953,07/01/2006,33.732577,-112.256715,2006,2407,1,Covered,Frame Wood,Concrete Tile,9,GR
8724,PEORIA,12/07/2012,,,33.732578,-112.256475,2007,2155,2,Covered,Frame Wood,Concrete Tile,8,GR
31928,NO CITY/TOWN,01/08/2021,,,33.74799,-111.944342,1987,5191,2,Covered,"8"" Stucco",Built Up,18,GR
34365,NO CITY/TOWN,10/12/2006,,,33.747995,-111.94487,1995,2753,1,Covered,Frame Stucco,Concrete Tile,8,GR
39250,NO CITY/TOWN,07/30/2010,535000,06/01/2010,33.747255,-111.944701,1994,3217,1,Covered,Frame Wood,Built Up,11,GR
45246,NO CITY/TOWN,09/13/2004,585000,08/01/2004,33.747273,-111.945259,2002,2909,1,Covered,Frame Wood,Built Up,12,GR
39073,NO CITY/TOWN,10/20/2020,725000,10/01/2020,33.74794,-111.946755,1997,3407,0,None,Frame Wood,Built Up,11,GR
44800,NO CITY/TOWN,10/23/2020,,,33.747886,-111.947328,2003,3193,3,Covered Slab,Frame Wood,Built Up,13,GR
38405,NO CITY/TOWN,01/02/2019,,,33.747101,-111.947322,1980,3049,3,Covered,"8"" Stucco",Built Up,9,GR
43402,NO CITY/TOWN,04/09/1987,,,33.747103,-111.946747,1984,3303,1,Covered,Frame Wood,Concrete Tile,12,GR
31970,NO CITY/TOWN,11/27/2018,,,33.742277,-111.944328,1983,2337,2,Covered,"8"" Stucco",Concrete Tile,6,GR
34275,NO CITY/TOWN,06/29/2018,,,33.741614,-111.943831,1984,2917,0,None,Frame Wood,Built Up,12,GR
32050,NO CITY/TOWN,06/22/2020,489000,05/01/2020,33.741615,-111.944426,1986,2040,1,Covered,Slump Block,Asphalt Shingle,9,GR
35575,NO CITY/TOWN,09/11/1979,,,33.741633,-111.945008,1989,2809,1,Covered,Frame Wood,Concrete Tile,10,GR
31620,NO CITY/TOWN,06/16/1999,235000,05/01/1999,33.741621,-111.946234,1987,2282,1,Slab,Frame Wood,Concrete Tile,9,GR
31024,NO CITY/TOWN,02/19/2014,406700,02/01/2014,33.741573,-111.9468,1985,2232,2,Covered Slab,"8"" Stucco",Concrete Tile,7,GR
38313,NO CITY/TOWN,03/31/2021,,,33.741717,-111.947355,1983,2644,3,Covered Slab,"8"" Stucco",Concrete Tile,8,GR
35029,NO CITY/TOWN,04/02/2014,,,33.742251,-111.946907,1983,2745,1,Covered,Slump Block,Wood,8,GR
31713,NO CITY/TOWN,05/28/2008,400000,05/01/2008,33.742287,-111.946337,1975,2179,1,Covered,Slump Block,Built Up,6,CP
36249,NO CITY/TOWN,05/09/2017,785000,04/01/2017,33.747945,-111.943808,2016,4006,2,Covered,Frame Stucco,Built Up,13,GR
40066,NO CITY/TOWN,07/06/2021,,,33.741543,-111.959274,1988,3380,1,Covered,Frame Stucco,Built Up,12,GR
52686,NO CITY/TOWN,01/24/2018,,,33.74154,-111.960051,1998,2217,0,None,Frame Wood,Concrete Tile,9,GR
37590,NO CITY/TOWN,03/06/2008,,,33.742063,-111.960291,1987,2356,1,Covered,Frame Wood,Concrete Tile,8,GR
31733,NO CITY/TOWN,11/18/1998,282000,10/01/1998,33.74229,-111.959812,1986,2953,2,Covered,Frame Wood,Built Up,11,GR
31600,NO CITY/TOWN,03/16/2016,,,33.742227,-111.959238,1984,2537,1,Covered,Frame Wood,Concrete Tile,9,GR
39501,NO CITY/TOWN,06/29/2004,300000,06/01/2004,33.741546,-111.95842,1986,2474,1,Covered,Frame Wood,Built Up,13,GR
37640,NO CITY/TOWN,02/04/2014,385000,12/01/2013,33.741503,-111.957723,1983,3508,2,Covered,Frame Wood,Concrete Tile,11,GR
40026,NO CITY/TOWN,10/07/1991,,,33.741885,-111.957316,1984,2218,1,Covered,Frame Wood,Concrete Tile,11,GR
38727,NO CITY/TOWN,09/07/2018,610000,06/01/2018,33.742265,-111.957724,1994,2787,1,Covered,Frame Wood,Concrete Tile,9,GR
40614,NO CITY/TOWN,01/29/2004,,,33.742226,-111.958446,1983,2378,2,Covered,Frame Wood,Concrete Tile,7,GR
44550,NO CITY/TOWN,05/31/2019,,,33.75254,-111.94849,1997,3111,2,Covered,Frame Wood,Built Up,11,GR
47655,NO CITY/TOWN,08/31/2012,382000,08/01/2012,33.752542,-111.947996,1999,2736,2,Covered,Frame Wood,Built Up,12,GR
37839,SCOTTSDALE,03/10/2014,,,33.696827,-111.897924,1989,4924,4,Covered Slab,"8"" Stucco",Built Up,22,GR
26240,SCOTTSDALE,09/11/2020,,,33.698245,-111.910499,2002,3297,2,Covered,Frame Wood,Concrete Tile,11,GR
14840,SCOTTSDALE,09/18/2012,662500,09/01/2012,33.698015,-111.913536,2001,3611,1,Covered,Frame Wood,Concrete Tile,12,GR
14660,SCOTTSDALE,10/23/2018,,,33.698017,-111.913895,2000,3462,1,Covered,Frame Wood,Concrete Tile,13,GR
17365,SCOTTSDALE,09/08/1999,,,33.698002,-111.914295,1999,3702,1,Covered,Frame Wood,Concrete Tile,12,GR
7950,PHOENIX,06/03/2021,,,33.733586,-111.981163,1997,2427,1,Covered,Frame Wood,Concrete Tile,8,GR
7984,PHOENIX,12/30/2019,,,33.733587,-111.980934,1997,2427,1,Covered,Frame Wood,Concrete Tile,8,GR
7972,PHOENIX,08/27/2021,,,33.733587,-111.980703,1997,2538,1,Covered,Frame Wood,Built Up,8,GR
8335,PHOENIX,05/30/2014,310000,02/01/2014,33.73358,-111.980473,1999,1819,1,Covered,Frame Wood,Concrete Tile,9,GR
8331,PHOENIX,02/11/2015,314900,01/01/2015,33.733581,-111.980242,2000,1782,1,Covered,Frame Wood,Concrete Tile,8,GR
8341,PHOENIX,10/14/2010,,,33.733581,-111.979781,1999,2637,1,Covered,Frame Wood,Built Up,11,GR
47916,NO CITY/TOWN,07/25/2005,,,33.734343,-111.993088,1988,1890,1,Covered,Slump Block,Asphalt Shingle,6,
47916,NO CITY/TOWN,12/09/2015,,,33.734344,-111.99259,1980,1406,1,Covered,Slump Block,Asphalt Shingle,6,GR
48308,NO CITY/TOWN,06/10/1998,,,33.734345,-111.992091,1998,4755,2,Covered,Frame Wood,Built Up,10,GR
70007,SCOTTSDALE,11/20/2020,,,33.752425,-111.919301,2019,6891,4,Covered,Frame Stucco,Concrete Tile,23,GR
28085,NO CITY/TOWN,10/15/2020,1293664,10/01/2020,33.742619,-111.706931,2020,4275,1,Covered,Frame Stucco,Concrete Tile,13,GR
21553,NO CITY/TOWN,10/29/2020,1435000,10/01/2020,33.742712,-111.706451,2020,4194,2,Covered,Frame Stucco,Built Up,11,GR
19844,NO CITY/TOWN,06/04/2021,1280086,04/01/2020,33.74301,-111.704856,2020,4209,1,Covered,Frame Stucco,Concrete Tile,17,GR
28486,NO CITY/TOWN,08/18/2020,1010000,07/01/2020,33.753312,-111.707914,2010,4114,1,Covered,Frame Stucco,Built Up,13,GR
24324,NO CITY/TOWN,03/29/2018,957993,03/01/2018,33.753296,-111.707407,2018,4109,4,Covered Slab,Frame Stucco,Concrete Tile,13,GR
20072,NO CITY/TOWN,10/01/2020,1060000,08/01/2020,33.753204,-111.705287,2020,2777,3,Covered Slab,Frame Stucco,Concrete Tile,13,GR
28217,NO CITY/TOWN,02/01/2021,,,33.752918,-111.70485,2017,3799,3,Covered Slab,Frame Stucco,Concrete Tile,13,GR
16625,NO CITY/TOWN,02/03/2020,825000,02/01/2020,33.753591,-111.705606,2017,2936,2,Covered,Frame Stucco,Concrete Tile,12,GR
16830,NO CITY/TOWN,05/14/2021,831001,07/01/2020,33.742176,-111.703686,2021,3480,2,Covered,Frame Stucco,Concrete Tile,13,GR
