lot_size_sf,city,deed_date,price_usd,sale_date,lat,lon,build_yr,build_size_sf,patio_ct,patio_type,wall_type,roof_type,bath_fixtures_ct,parking_type
6863,BUCKEYE,05/21/2020,247000,04/01/2020,33.410392,-112.585701,2006,2573,1,Covered,Frame Wood,Concrete Tile,8,GR
6981,BUCKEYE,12/19/2018,227000,12/01/2018,33.410342,-112.585511,2006,2558,1,Covered,Frame Wood,Concrete Tile,7,GR
13645,BUCKEYE,01/15/2021,,,33.411257,-112.582566,2006,1961,1,Covered,Frame Wood,Concrete Tile,7,GR
8028,BUCKEYE,11/19/2007,276900,11/01/2007,33.411244,-112.582878,2007,3694,2,Covered,Frame Wood,Concrete Tile,11,GR
6775,BUCKEYE,03/10/2008,255000,02/01/2008,33.411265,-112.583095,2007,3694,2,Covered,Frame Wood,Concrete Tile,11,GR
6670,BUCKEYE,03/05/2019,262500,01/01/2019,33.411267,-112.583287,2007,3505,1,Covered,Frame Wood,Concrete Tile,10,GR
6670,BUCKEYE,09/14/2016,229000,09/01/2016,33.411271,-112.583667,2007,3694,2,Covered,Frame Wood,Concrete Tile,11,GR
6670,BUCKEYE,04/26/2019,225000,04/01/2019,33.411272,-112.583857,2013,2228,1,Covered,Frame Stucco,Concrete Tile,10,GR
6670,BUCKEYE,07/22/2014,217900,07/01/2014,33.411274,-112.584047,2013,3208,1,Covered,Frame Stucco,Concrete Tile,10,GR
6670,BUCKEYE,03/31/2015,200650,01/01/2015,33.411276,-112.584237,2013,2784,1,Covered,Frame Stucco,Concrete Tile,10,GR
6670,BUCKEYE,06/18/2021,447000,05/01/2021,33.411278,-112.584427,2013,3208,1,Covered,Frame Stucco,Concrete Tile,10,GR
6670,BUCKEYE,08/19/2011,113500,06/01/2011,33.411279,-112.584617,2008,2894,2,Covered,Frame Wood,Concrete Tile,11,GR
7132,BUCKEYE,08/19/2016,225000,07/01/2016,33.411281,-112.585004,2007,3694,2,Covered,Frame Wood,Concrete Tile,11,GR
11572,BUCKEYE,05/29/2020,265000,05/01/2020,33.411722,-112.584912,2006,2266,1,Covered,Frame Wood,Concrete Tile,7,GR
6670,BUCKEYE,12/11/2015,148000,12/01/2015,33.411704,-112.584482,2008,1961,1,Covered,Frame Wood,Concrete Tile,7,GR
6711,BUCKEYE,05/06/2011,85500,04/01/2011,33.411703,-112.584292,2006,1961,1,Covered,Frame Wood,Concrete Tile,7,GR
6794,BUCKEYE,12/18/2015,144000,12/01/2015,33.411704,-112.584102,2008,2266,1,Covered,Frame Stucco,Concrete Tile,7,GR
6877,BUCKEYE,10/17/2016,,,33.411704,-112.583912,2007,3694,2,Covered,Frame Wood,Concrete Tile,11,GR
7043,BUCKEYE,10/20/2016,,,33.411704,-112.583532,2006,1961,1,Covered,Frame Wood,Concrete Tile,7,GR
7126,BUCKEYE,02/17/2017,,,33.411704,-112.583342,2006,3505,1,Covered,Frame Wood,Concrete Tile,10,GR
7209,BUCKEYE,06/02/2021,440000,05/01/2021,33.411705,-112.583152,2006,3694,2,Covered,Frame Wood,Concrete Tile,11,GR
7811,BUCKEYE,09/24/2015,189900,09/01/2015,33.411707,-112.582955,2006,1961,1,Covered,Frame Wood,Concrete Tile,7,GR
8849,BUCKEYE,10/13/2010,106000,08/01/2010,33.408702,-112.583922,2006,2573,2,Covered Slab,Frame Stucco,Concrete Tile,8,GR
6741,BUCKEYE,02/20/2013,88000,02/01/2013,33.408527,-112.583941,2006,1368,1,Covered,Frame Wood,Concrete Tile,7,GR
7082,BUCKEYE,09/29/2017,180000,09/01/2017,33.40837,-112.583934,2006,1733,0,None,Frame Wood,Concrete Tile,7,GR
100751,WICKENBURG,02/10/2017,3000000,02/01/2017,33.986897,-112.746727,2006,7880,5,Covered,Frame Stucco,Tile,21,
176086,WICKENBURG,09/14/2005,,,33.986142,-112.748977,2008,6487,7,Covered,"8"" Stucco",Tile,17,GR
50094,WICKENBURG,02/21/2008,,,33.956608,-112.760445,1993,2741,3,Covered,Frame Wood,Asphalt Shingle,10,GR
43997,WICKENBURG,03/27/2018,475000,01/01/2018,33.956648,-112.754723,2018,2141,2,Covered,Frame Stucco,Built Up,8,GR
6655,PHOENIX,02/27/2013,118000,02/01/2013,33.388361,-112.106054,2001,1349,0,None,Frame Stucco,Concrete Tile,6,GR
3340,MESA,08/15/2000,120934,08/01/2000,33.407606,-111.755016,2000,1408,2,Covered,Frame Wood,Built Up,7,GR
3244,MESA,08/13/2013,146000,07/01/2013,33.407476,-111.756512,1999,1408,1,Covered,Frame Wood,Built Up,7,GR
3005,MESA,07/12/2016,175000,07/01/2016,33.460007,-111.685411,1998,1329,1,Covered,Frame Wood,Built Up,7,GR
3005,MESA,04/30/2019,223000,04/01/2019,33.460081,-111.68541,1998,1329,1,Covered,Frame Wood,Built Up,7,GR
3561,MESA,09/04/2015,162000,09/01/2015,33.460162,-111.685409,1998,1329,1,Covered,Frame Wood,Built Up,7,GR
3560,MESA,05/08/2020,255000,04/01/2020,33.46025,-111.685408,1998,1329,1,Covered,Frame Wood,Built Up,7,GR
3004,MESA,06/05/2018,211000,04/01/2018,33.460331,-111.685407,1998,1329,1,Covered,Frame Wood,Built Up,7,GR
3003,MESA,08/05/2016,167500,08/01/2016,33.460406,-111.685406,1998,1329,1,Covered,Frame Wood,Built Up,7,GR
3927,MESA,05/30/2013,,,33.460491,-111.685766,1998,1329,1,Covered,Frame Wood,Built Up,7,GR
3004,MESA,05/28/2015,161000,03/01/2015,33.460406,-111.685771,1998,1324,1,Covered,Frame Wood,Built Up,7,GR
3004,MESA,02/09/2021,280000,01/01/2021,33.460331,-111.685772,1998,1329,1,Covered,Frame Wood,Built Up,7,GR
3561,MESA,09/22/2011,,,33.460162,-111.685774,1999,1329,1,Covered,Frame Wood,Built Up,7,GR
3004,MESA,07/01/2009,125000,06/01/2009,33.460081,-111.685775,1999,1329,1,Covered,Frame Wood,Built Up,7,GR
3560,MESA,06/09/2003,132500,03/01/2003,33.46,-111.685776,1999,1329,1,Covered,Frame Wood,Built Up,7,GR
3561,MESA,06/15/1999,118170,06/01/1999,33.459912,-111.685777,1999,1329,1,Covered,Frame Wood,Built Up,7,GR
3974,MESA,03/17/2016,154900,01/01/2016,33.45967,-111.685776,1999,1329,1,Covered,Frame Wood,Built Up,7,GR
10039,MESA,12/07/2016,,,33.45937,-111.692974,2001,2355,1,Covered,Frame Stucco,Concrete Tile,8,GR
9285,MESA,08/26/2020,360000,08/01/2020,33.459368,-111.693216,2001,2091,0,None,Frame Stucco,Concrete Tile,8,GR
10330,MESA,09/01/2020,415000,07/01/2020,33.459368,-111.693462,2002,2478,1,Covered,Frame Stucco,Concrete Tile,7,GR
9807,MESA,08/05/2010,264500,08/01/2010,33.459368,-111.693714,2001,1861,1,Covered,Frame Stucco,Concrete Tile,8,GR
9806,MESA,04/16/2015,,,33.459367,-111.69396,2002,2585,2,Covered,Frame Stucco,Concrete Tile,11,GR
10121,MESA,12/12/2019,,,33.459367,-111.69421,2003,2552,1,Covered,Frame Stucco,Concrete Tile,8,GR
9279,MESA,08/07/2018,,,33.459366,-111.695953,2002,2289,2,Covered,Frame Wood,Concrete Tile,10,GR
9278,MESA,05/29/2009,,,33.459366,-111.696418,2002,2636,1,Covered,Frame Wood,Concrete Tile,10,GR
9525,MESA,12/14/2016,,,33.458289,-111.763181,1987,1552,0,None,Frame Stucco,Asphalt Shingle,7,GR
9317,MESA,12/12/2006,267000,12/01/2006,33.458506,-111.763182,1987,1796,0,None,Frame Stucco,Asphalt Shingle,7,GR
9099,MESA,06/17/2020,380000,06/01/2020,33.458727,-111.763175,1988,2752,1,Covered,Frame Stucco,Asphalt Shingle,11,GR
9037,MESA,09/24/2020,,,33.459167,-111.763171,1987,2592,0,None,Frame Stucco,Asphalt Shingle,10,GR
9061,MESA,08/28/2012,,,33.459387,-111.763168,1987,1552,1,Slab,Frame Stucco,Asphalt Shingle,7,GR
9036,MESA,04/17/2008,,,33.459827,-111.763163,1987,1796,1,Slab,Frame Stucco,Asphalt Shingle,7,GR
9207,MESA,07/26/1991,,,33.460049,-111.76316,1990,1706,1,Covered,Frame Stucco,Asphalt Shingle,7,GR
9891,MESA,06/16/2021,385000,08/01/2020,33.460278,-111.763163,1990,1796,1,Covered,Frame Stucco,Asphalt Shingle,7,GR
9875,MESA,05/01/2015,269000,04/01/2015,33.458677,-111.763707,1987,1796,1,Slab,Frame Stucco,Asphalt Shingle,7,GR
9061,MESA,11/24/2020,435880,11/01/2020,33.458889,-111.769774,1993,2210,1,Covered,Frame Stucco,Concrete Tile,8,GR
9073,MESA,05/15/2009,267000,04/01/2009,33.458889,-111.769475,1993,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
8939,MESA,12/27/2012,245250,11/01/2012,33.458888,-111.769176,1993,2549,1,Covered,Frame Stucco,Concrete Tile,11,GR
10082,MESA,01/31/2014,285500,01/01/2014,33.458925,-111.768303,1993,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
10437,MESA,08/19/2021,,,33.458968,-111.768013,1992,2561,1,Covered,Frame Stucco,Concrete Tile,10,GR
10449,MESA,08/23/2019,,,33.459029,-111.767731,1992,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9921,MESA,06/21/2021,,,33.45911,-111.767451,1992,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9835,MESA,04/19/2012,220000,04/01/2012,33.459197,-111.767176,1993,2435,1,Covered,Frame Stucco,Concrete Tile,8,GR
8991,MESA,07/23/2020,,,33.459326,-111.766758,1993,2293,0,None,Frame Stucco,Concrete Tile,8,GR
9134,MESA,09/08/2016,285000,01/01/2016,33.459406,-111.766505,1992,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9101,MESA,04/07/2015,348000,04/01/2015,33.459484,-111.766251,1993,3311,1,Covered,Frame Stucco,Concrete Tile,12,GR
9036,MESA,02/28/2014,261500,02/01/2014,33.459563,-111.765998,1993,1791,1,Covered,Frame Stucco,Concrete Tile,8,GR
8995,MESA,05/15/2014,253500,05/01/2014,33.459641,-111.765747,1992,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9110,MESA,08/07/1992,,,33.45972,-111.765495,1992,2933,1,Covered,Frame Stucco,Concrete Tile,11,GR
9034,MESA,05/10/2007,314000,04/01/2007,33.459798,-111.765242,1992,1928,0,None,Frame Stucco,Concrete Tile,8,GR
9012,MESA,03/19/2007,390000,05/01/2006,33.459876,-111.76499,1992,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9032,MESA,07/29/1992,,,33.459954,-111.764739,1992,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9401,MESA,07/31/2018,450000,07/01/2018,33.460035,-111.764483,1991,3310,1,Covered,Frame Stucco,Concrete Tile,12,GR
9491,MESA,10/02/2013,,,33.460104,-111.764218,1990,2419,1,Covered,Frame Stucco,Concrete Tile,8,GR
9748,MESA,03/10/2014,310000,03/01/2014,33.460159,-111.763949,1988,2286,1,Covered,Frame Stucco,Concrete Tile,9,GR
10767,MESA,09/08/2017,325000,09/01/2017,33.460198,-111.763662,1993,2084,2,Covered Slab,Frame Stucco,Concrete Tile,10,GR
9827,MESA,10/25/2018,415000,09/01/2018,33.460725,-111.763106,1989,3225,1,Covered,Frame Stucco,Concrete Tile,11,GR
9725,MESA,05/08/1989,,,33.460709,-111.763387,1989,3225,1,Covered,Frame Stucco,Concrete Tile,11,GR
9506,MESA,12/04/2020,430000,12/01/2020,33.460647,-111.763945,1991,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9434,MESA,07/23/1991,,,33.460592,-111.764217,1991,3312,1,Covered,Frame Stucco,Concrete Tile,12,GR
9208,MESA,11/19/2019,,,33.460446,-111.764747,1991,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9156,MESA,02/16/2021,480000,01/01/2021,33.460365,-111.765011,1992,3312,1,Covered,Frame Stucco,Concrete Tile,11,GR
9247,MESA,01/08/1998,,,33.460282,-111.765275,1991,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9156,MESA,07/21/1997,160000,07/01/1997,33.4602,-111.76554,1993,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9150,MESA,08/30/2005,,,33.460118,-111.765803,1993,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9556,MESA,09/05/2017,,,33.459952,-111.766338,1993,2288,1,Covered,Frame Stucco,Concrete Tile,8,GR
9039,MESA,10/28/1993,,,33.45982,-111.766761,1993,2435,1,Covered,Frame Stucco,Concrete Tile,8,GR
9072,MESA,08/17/2020,,,33.459738,-111.767022,1993,2136,1,Covered,Frame Stucco,Concrete Tile,8,GR
9054,MESA,03/20/2019,345000,03/01/2019,33.459658,-111.767284,1993,2205,1,Covered,Frame Stucco,Concrete Tile,8,GR
9365,MESA,05/14/2020,,,33.459572,-111.767549,1994,2338,0,None,Frame Stucco,Concrete Tile,11,GR
9910,MESA,03/24/2014,,,33.459432,-111.768118,1993,2549,1,Covered,Frame Stucco,Concrete Tile,11,GR
9882,MESA,10/28/1994,,,33.459386,-111.768416,1993,2435,1,Covered,Frame Stucco,Concrete Tile,8,GR
10287,MESA,06/24/2020,345000,04/01/2020,33.459358,-111.768715,1993,2435,1,Covered,Frame Stucco,Concrete Tile,8,GR
9649,MESA,06/16/2014,,,33.459345,-111.769005,1993,2247,1,Covered,Frame Stucco,Concrete Tile,8,GR
9582,MESA,05/06/2020,381000,04/01/2019,33.459344,-111.769283,1993,2365,1,Covered,Frame Stucco,Concrete Tile,8,GR
9761,MESA,09/14/2018,,,33.459337,-111.76974,1993,2210,1,Covered,Frame Stucco,Concrete Tile,8,GR
9365,MESA,08/20/2014,287000,08/01/2014,33.459338,-111.770041,1993,2435,1,Covered,Frame Stucco,Concrete Tile,8,GR
9314,MESA,07/24/2018,272500,06/01/2018,33.459339,-111.77034,1993,2435,1,Covered,Frame Stucco,Concrete Tile,8,GR
9268,MESA,08/01/2011,,,33.461394,-111.763144,1988,2419,1,Covered,Frame Stucco,Concrete Tile,8,GR
9490,MESA,03/01/1989,,,33.461625,-111.763144,1988,2861,1,Covered,Frame Stucco,Concrete Tile,11,GR
9424,MESA,10/09/2007,,,33.461858,-111.76314,1988,2419,1,Covered,Frame Stucco,Concrete Tile,8,GR
9354,MESA,11/18/2019,,,33.462092,-111.763136,1988,2419,1,Covered,Frame Stucco,Concrete Tile,8,GR
9283,MESA,03/25/2021,,,33.462325,-111.763133,1988,2419,1,Covered,Frame Stucco,Concrete Tile,8,GR
9158,MESA,08/31/1988,,,33.462558,-111.763128,1988,3338,1,Covered,Frame Stucco,Concrete Tile,12,GR
11327,MESA,06/06/2019,422000,06/01/2019,33.462829,-111.763101,1988,2419,1,Covered,Frame Stucco,Concrete Tile,8,GR
9186,MESA,09/13/2007,,,33.462617,-111.763648,1988,2861,1,Covered,Frame Stucco,Concrete Tile,11,GR
8905,MESA,08/30/2017,,,33.46239,-111.763653,1988,2861,1,Covered,Frame Stucco,Concrete Tile,11,GR
8820,MESA,06/13/2018,390266,06/01/2018,33.462166,-111.76366,1988,2861,1,Covered,Frame Stucco,Concrete Tile,11,GR
6763,GLENDALE,10/20/2016,,,33.546086,-112.215325,2004,1360,1,Covered,Frame Stucco,Concrete Tile,6,GR
9261,GLENDALE,11/30/2007,,,33.546377,-112.152264,1970,1690,2,Covered,"8"" Painted Block",Built Up,6,CP
9304,GLENDALE,11/19/2019,260000,11/01/2019,33.546379,-112.152498,1970,1678,2,Covered,"8"" Painted Block",Asphalt Shingle,6,CP
9339,GLENDALE,03/29/2012,89000,03/01/2012,33.546381,-112.152967,1970,1582,2,Covered,"8"" Painted Block",Built Up,6,GR
8707,GLENDALE,07/15/2021,288000,07/01/2020,33.546381,-112.153202,1973,2180,2,Covered,"8"" Painted Block",Asphalt Shingle,6,GR
9339,GLENDALE,03/28/2002,119000,03/01/2002,33.546382,-112.153437,1972,1524,2,Covered,"8"" Painted Block",Built Up,6,GR
9339,GLENDALE,07/30/2004,142000,07/01/2004,33.546382,-112.153671,1972,1784,2,Covered,"8"" Painted Block",Asphalt Shingle,6,GR
9339,GLENDALE,04/10/1995,82000,02/01/1995,33.546383,-112.153906,1972,2070,2,Covered,Frame Wood,Asphalt Shingle,6,GR
8766,GLENDALE,02/28/2017,206000,02/01/2017,33.546384,-112.154141,1975,2001,2,Covered,"8"" Painted Block",Asphalt Shingle,6,CP
9344,GLENDALE,03/29/2005,165000,03/01/2004,33.546384,-112.154375,1973,2048,2,Covered Slab,Slump Block,Asphalt Shingle,6,GR
9344,GLENDALE,03/10/2021,336000,03/01/2021,33.546385,-112.154608,1977,3334,1,Covered,"8"" Stucco",Asphalt Shingle,6,GR
9348,GLENDALE,02/15/2013,,,33.546385,-112.154841,1973,2575,1,Covered,"8"" Painted Block",Asphalt Shingle,9,GR
10023,GLENDALE,06/10/2020,,,33.546386,-112.155552,1980,2949,2,Covered,"8"" Stucco",Asphalt Shingle,9,GR
13055,PHOENIX,06/28/2000,,,33.54639,-112.091832,1991,3011,1,Covered,Frame Wood,Concrete Tile,11,GR
13322,PHOENIX,07/22/2010,,,33.5464,-112.092455,1994,3020,1,Covered,Frame Wood,Concrete Tile,12,GR
13426,PHOENIX,03/02/2020,,,33.546381,-112.092779,2000,4957,2,Covered Slab,Frame Stucco,Tile,16,GR
19812,PHOENIX,01/30/2018,760000,11/01/2017,33.546454,-112.09315,1995,3915,3,Covered,Frame Stucco,Concrete Tile,12,GR
19837,PHOENIX,07/27/2012,,,33.546915,-112.092203,1999,4258,2,Covered Slab,Frame Wood,Concrete Tile,15,GR
17511,PHOENIX,12/16/1997,,,33.546935,-112.092648,1994,3641,2,Covered,Frame Wood,Concrete Tile,12,GR
22725,PHOENIX,08/30/2019,,,33.546903,-112.093121,1987,4578,1,Covered,Frame Stucco,Asphalt Shingle,15,GR
17460,PHOENIX,06/23/2016,240000,06/01/2016,33.547297,-112.104853,1948,2036,2,Covered,"8"" Painted Block",Asphalt Shingle,6,GR
17460,PHOENIX,02/17/1998,82000,11/01/1997,33.547297,-112.105172,1958,720,2,Covered,Frame Wood,Asphalt Shingle,3,
8310,PHOENIX,01/09/2009,46000,01/01/2009,33.54666,-112.107631,1998,1425,1,Slab,Frame Wood,Asphalt Shingle,6,
8730,PHOENIX,10/17/2017,225000,10/01/2017,33.546663,-112.107317,2017,1578,1,Covered,Frame Stucco,Concrete Tile,6,GR
8730,PHOENIX,12/28/2017,229900,12/01/2017,33.546664,-112.107476,2017,1578,1,Covered,Frame Stucco,Concrete Tile,6,GR
17460,PHOENIX,02/06/2018,215000,01/01/2018,33.546664,-112.107078,1963,1626,0,None,Frame Wood,Asphalt Shingle,6,CP
8100,PHOENIX,03/31/2015,95000,02/01/2015,33.546665,-112.104764,1945,907,1,Covered,Frame Wood,Roll,3,CP
17460,PHOENIX,08/15/1997,107000,07/01/1997,33.546665,-112.104533,1944,1402,3,Covered Slab,"8"" Painted Block",Asphalt Shingle,6,
17372,PHOENIX,05/21/2021,,,33.5473,-112.108864,1984,2574,0,None,"8"" Painted Block",Asphalt Shingle,10,CP
17460,PHOENIX,12/26/2017,275000,11/01/2017,33.547301,-112.109182,1955,2016,3,Covered,"8"" Stucco",Asphalt Shingle,6,CP
8154,PHOENIX,11/26/2014,,,33.547301,-112.109904,1949,720,2,Covered Slab,"8"" Painted Block",Asphalt Shingle,3,
9306,PHOENIX,11/26/2014,,,33.547301,-112.109745,1949,720,1,Covered,"8"" Stucco",Asphalt Shingle,4,
11700,PHOENIX,03/23/2021,280000,01/01/2021,33.547301,-112.110508,1952,1377,1,Covered,Frame Wood,Asphalt Shingle,3,CP
11700,PHOENIX,02/14/2017,173500,02/01/2017,33.547301,-112.110295,1954,1096,1,Covered,Frame Wood,Asphalt Shingle,3,CP
17323,PHOENIX,09/25/2012,75000,09/01/2012,33.547302,-112.111887,1976,2896,1,Covered,Frame Stucco,Concrete Tile,11,CP
9360,PHOENIX,05/03/2010,,,33.546667,-112.111504,1956,1399,1,Covered,Frame Wood,Asphalt Shingle,3,CP
17460,PHOENIX,11/01/2017,45600,10/01/2017,33.546668,-112.109816,1943,834,0,None,Frame Wood,Asphalt Shingle,3,GR
17460,PHOENIX,08/15/2013,143500,07/01/2013,33.546669,-112.109179,1943,1059,1,Slab,Frame Wood,Asphalt Shingle,3,
17460,PHOENIX,03/08/1996,60000,03/01/1996,33.5473,-112.114142,1939,884,1,Covered,Frame Wood,Asphalt Shingle,3,
17460,PHOENIX,11/18/1994,,,33.5473,-112.114781,1937,824,3,Covered Slab,Frame Wood,Asphalt Shingle,3,CP
10834,PHOENIX,05/03/2021,320000,05/01/2021,33.5473,-112.115794,1965,1320,1,Covered,Brick,Wood,6,
8500,PHOENIX,01/20/2012,,,33.547177,-112.116655,1998,1392,1,Slab,Frame Wood,Asphalt Shingle,6,
7899,PHOENIX,08/17/2018,,,33.547176,-112.116354,1999,1503,2,Covered,Frame Wood,Asphalt Shingle,6,CP
5394,PHOENIX,08/17/2018,,,33.546786,-112.116301,1942,656,4,Covered Slab,Frame Wood,Asphalt Shingle,3,
17460,PHOENIX,05/05/2009,,,33.546665,-112.115091,1962,1578,0,None,Frame Wood,Asphalt Shingle,3,CP
17460,PHOENIX,03/27/2018,170000,03/01/2018,33.546666,-112.113499,1943,1252,3,Covered,"8"" Stucco",Asphalt Shingle,6,CP
13913,PHOENIX,07/12/1988,,,33.546093,-112.066573,1980,2987,3,Covered Slab,"8"" Painted Block",Asphalt Shingle,10,GR
11988,PHOENIX,06/24/2016,,,33.546087,-112.066182,1966,2593,3,Covered Slab,"8"" Painted Block",Asphalt Shingle,6,GR
11914,PHOENIX,11/13/2015,478000,11/01/2015,33.546086,-112.065821,1967,2459,1,Covered,"8"" Painted Block",Asphalt Shingle,9,GR
11949,PHOENIX,01/05/2000,,,33.546084,-112.06546,1962,2409,0,None,"8"" Painted Block",Asphalt Shingle,3,CP
11439,PHOENIX,07/20/2018,,,33.546529,-112.065457,1962,2152,4,Covered Slab,"8"" Painted Block",Asphalt Shingle,6,CP
11443,PHOENIX,03/03/2005,453000,03/01/2005,33.54653,-112.06615,1961,1970,4,Covered Slab,"8"" Painted Block",Asphalt Shingle,8,GR
12306,PHOENIX,10/13/2006,,,33.5465,-112.066534,1961,2244,2,Covered,"8"" Painted Block",Wood,9,GR
7243,PHOENIX,09/20/2019,565000,08/01/2019,33.53179,-112.062154,2015,2294,1,Covered,Frame Stucco,Asphalt Shingle,12,GR
6882,PHOENIX,03/22/2004,,,33.532339,-112.060408,1996,1738,0,None,Frame Stucco,Tile,8,GR
9016,PHOENIX,09/26/2019,389000,09/01/2019,33.532368,-112.059931,1959,2125,2,Slab,Frame Wood,Asphalt Shingle,10,
5815,PHOENIX,10/26/2020,620000,09/01/2020,33.531983,-112.060437,2019,2482,1,Covered,Frame Stucco,Concrete Tile,13,GR
5839,PHOENIX,06/17/2021,700000,06/01/2021,33.531983,-112.060199,2019,2482,2,Covered Slab,Frame Stucco,Concrete Tile,12,GR
12844,PHOENIX,04/04/2012,,,33.531887,-112.059939,1965,1864,4,Covered Slab,"8"" Painted Block",Asphalt Shingle,6,CP
12840,PHOENIX,04/02/2021,480000,03/01/2021,33.531887,-112.059658,1955,1452,1,Covered,"8"" Painted Block",Asphalt Shingle,3,GR
7138,PHOENIX,09/04/2020,812500,08/01/2020,33.502745,-112.018599,2017,2419,1,Covered,Frame Stucco,Concrete Tile,11,GR
7038,PHOENIX,12/16/2016,965000,09/01/2016,33.502737,-112.018778,2014,4516,2,Covered Slab,Frame Stucco,Concrete Tile,19,GR
7006,PHOENIX,04/17/2020,951000,03/01/2020,33.502763,-112.01791,2015,4303,1,Covered,Frame Stucco,Concrete Tile,19,GR
7138,PHOENIX,06/24/2021,,,33.502761,-112.01809,2016,4303,1,Covered,Frame Stucco,Concrete Tile,19,GR
7265,PHOENIX,06/01/2016,655313,10/01/2015,33.503188,-112.018604,2016,2511,2,Covered Slab,Frame Stucco,Concrete Tile,11,GR
43408,PARADISE VALLEY,03/06/1979,,,33.527712,-112.008414,1979,3541,1,Covered,Slump Block,Tile,11,GR
44666,PARADISE VALLEY,04/26/2019,1025000,03/01/2019,33.527749,-112.009043,1980,3043,2,Covered Slab,Slump Block,Tile,12,GR
47119,PARADISE VALLEY,01/06/2017,1225000,11/01/2016,33.527759,-112.010332,1983,3943,2,Covered,Slump Block,Tile,15,GR
47737,PARADISE VALLEY,06/07/2013,,,33.527034,-112.010342,1980,3551,1,Covered,Slump Block,Tile,14,GR
44204,PARADISE VALLEY,08/12/2011,775000,08/01/2011,33.526985,-112.009723,1981,3658,2,Covered,"8"" Stucco",Tile,11,GR
45648,PARADISE VALLEY,06/26/1995,,,33.527686,-112.007651,1981,4277,1,Covered,Slump Block,Tile,15,
44270,PARADISE VALLEY,05/05/1999,650000,04/01/1999,33.527685,-112.007066,1983,3902,1,Covered,"8"" Stucco",Tile,11,GR
50560,PARADISE VALLEY,06/03/2021,,,33.52756,-112.006501,1982,5539,2,Covered Slab,"8"" Stucco",Concrete Tile,17,GR
5853,PHOENIX,09/15/2005,875000,09/01/2005,33.532068,-112.017126,1994,2060,1,Covered,Frame Wood,Concrete Tile,10,GR
47591,PARADISE VALLEY,06/03/2021,,,33.555492,-111.967695,1987,7053,1,Covered,Frame Stucco,Tile,20,GR
45462,PARADISE VALLEY,12/05/2019,1500000,11/01/2019,33.555261,-111.967053,1977,4180,1,Covered,"8"" Stucco",Built Up,12,GR
47709,PARADISE VALLEY,04/05/2013,,,33.555971,-111.966937,1979,5614,1,Covered,"8"" Stucco",Built Up,20,GR
47714,PARADISE VALLEY,08/03/2017,,,33.53277,-111.979641,1978,4582,6,Covered Slab,"8"" Stucco",Built Up,16,GR
110162,PARADISE VALLEY,04/22/2021,13500000,03/01/2021,33.526069,-111.954535,1998,11992,5,Covered Slab,Frame Wood,Built Up,28,GR
46661,PARADISE VALLEY,03/24/2021,,,33.521497,-111.933871,1980,3976,2,Covered,Frame Wood,Built Up,12,GR
85443,PARADISE VALLEY,03/20/2018,,,33.513958,-111.933181,2011,4976,5,Covered Slab,Frame Stucco,Wood,16,GR
52222,PHOENIX,10/31/2007,,,33.514423,-112.018773,1969,4300,0,None,Brick,Built Up,17,
46359,PHOENIX,06/04/2008,,,33.513544,-112.020166,1979,6436,1,Covered,"8"" Stucco",Tile,19,GR
62335,PHOENIX,08/10/2018,,,33.513215,-112.020608,1972,5892,4,Covered Slab,"8"" Painted Block",Built Up,16,GR
63877,PHOENIX,11/14/2012,,,33.512902,-112.021148,1975,6110,2,Slab,"8"" Painted Block",Concrete Tile,19,GR
57077,PHOENIX,04/22/2005,,,33.512684,-112.021773,1992,6867,2,Covered,"8"" Stucco",Slate,15,GR
49851,PHOENIX,12/21/2012,,,33.513089,-112.024057,1996,11119,3,Covered,Brick,Tile,22,GR
39140,PHOENIX,04/11/2018,,,33.513497,-112.024408,1987,8723,4,Covered,"8"" Stucco",Tile,24,
41643,PHOENIX,05/10/2010,2170000,05/01/2010,33.513905,-112.024649,1955,7101,3,Covered Slab,"8"" Stucco",Concrete Tile,21,GR
42649,PHOENIX,06/24/2015,3000000,06/01/2015,33.516553,-112.024605,1952,7462,4,Covered Slab,Brick,Tile,25,GR
45868,PHOENIX,06/29/2012,,,33.519651,-112.024462,1999,10393,2,Covered,Frame Wood,Concrete Tile,19,
2996,PHOENIX,06/02/2011,1210000,06/01/2011,33.521243,-112.021124,2008,2875,2,Covered,"8"" Stucco",Concrete Tile,12,GR
5035,PHOENIX,03/23/2012,1510000,02/01/2012,33.520601,-112.020186,2008,4817,1,Covered,"8"" Stucco",Concrete Tile,18,GR
